-1.14,0,0
-1.1363,-0.022763,-0.00022763
-1.1272,-0.045398,-0.00090924
-1.1146,-0.067817,-0.0020414
-1.0985,-0.089948,-0.0036191
-1.0788,-0.11172,-0.0056357
-1.0556,-0.13307,-0.0080836
-1.0289,-0.15391,-0.010953
-0.99888,-0.17419,-0.014234
-0.96553,-0.19383,-0.017915
-0.92898,-0.21278,-0.021981
-0.8894,-0.23096,-0.026418
-0.84693,-0.24833,-0.031211
-0.80177,-0.26481,-0.036342
-0.7541,-0.28037,-0.041794
-0.70417,-0.29495,-0.047547
-0.6522,-0.30852,-0.053582
-0.59845,-0.32102,-0.059878
-0.5432,-0.33244,-0.066412
-0.48673,-0.34274,-0.073164
-0.42934,-0.3519,-0.08011
-0.37134,-0.35991,-0.087228
-0.31304,-0.36675,-0.094495
-0.25476,-0.37243,-0.10189
-0.19684,-0.37695,-0.10938
-0.1396,-0.38031,-0.11695
-0.083371,-0.38254,-0.12458
-0.02848,-0.38366,-0.13224
0.024752,-0.38369,-0.13992
0.076004,-0.38269,-0.14758
0.12497,-0.38068,-0.15521
0.17135,-0.37771,-0.1628
0.21487,-0.37385,-0.17031
0.25525,-0.36915,-0.17774
0.29223,-0.36368,-0.18507
0.32559,-0.3575,-0.19228
0.35511,-0.35069,-0.19937
0.3806,-0.34333,-0.20631
0.40189,-0.33551,-0.21309
0.41884,-0.3273,-0.21972
0.43133,-0.3188,-0.22618
0.43927,-0.31009,-0.23247
0.4426,-0.30128,-0.23859
0.4413,-0.29244,-0.24452
0.43535,-0.28367,-0.25028
0.4248,-0.27507,-0.25587
0.40969,-0.26672,-0.26129
0.39012,-0.25873,-0.26654
0.36621,-0.25116,-0.27164
0.33812,-0.24412,-0.2766
0.30601,-0.23768,-0.28141
0.27011,-0.23192,-0.28611
0.23065,-0.22691,-0.2907
0.18789,-0.22272,-0.29519
0.14212,-0.21942,-0.29962
0.093651,-0.21707,-0.30398
0.042826,-0.2157,-0.30831
-0.010007,-0.21537,-0.31262
-0.064472,-0.21612,-0.31693
-0.12018,-0.21796,-0.32128
-0.17673,-0.22093,-0.32566
-0.23371,-0.22504,-0.33012
-0.29069,-0.23028,-0.33468
-0.34725,-0.23666,-0.33935
-0.40296,-0.24416,-0.34415
-0.45738,-0.25277,-0.34912
-0.51009,-0.26244,-0.35428
-0.56066,-0.27315,-0.35963
-0.60867,-0.28484,-0.36521
-0.65373,-0.29747,-0.37103
-0.69543,-0.31096,-0.37712
-0.7334,-0.32525,-0.38348
-0.7673,-0.34025,-0.39014
-0.79678,-0.35589,-0.3971
-0.82153,-0.37208,-0.40438
-0.84128,-0.3887,-0.41199
-0.85576,-0.40568,-0.41993
-0.86476,-0.42288,-0.42821
-0.86808,-0.44021,-0.43685
-0.86557,-0.45755,-0.44582
-0.8571,-0.47477,-0.45515
-0.8426,-0.49177,-0.46481
-0.82203,-0.50842,-0.47481
-0.79536,-0.52459,-0.48514
-0.76265,-0.54017,-0.49579
-0.72397,-0.55504,-0.50674
-0.67942,-0.56907,-0.51798
-0.62917,-0.58216,-0.5295
-0.57341,-0.59418,-0.54126
-0.51237,-0.60504,-0.55325
-0.44633,-0.61463,-0.56545
-0.37559,-0.62285,-0.57782
-0.30049,-0.62961,-0.59035
-0.22141,-0.63482,-0.60299
-0.13876,-0.63843,-0.61572
-0.05297,-0.64034,-0.62851
0.035493,-0.64052,-0.64132
0.12614,-0.6389,-0.65412
0.21847,-0.63546,-0.66686
0.31194,-0.63015,-0.67951
0.40603,-0.62297,-0.69205
0.50018,-0.61391,-0.70441
0.59383,-0.60297,-0.71658
0.68641,-0.59017,-0.72852
0.77736,-0.57553,-0.74017
0.86611,-0.5591,-0.75152
0.95211,-0.54091,-0.76252
1.0348,-0.52104,-0.77314
1.1137,-0.49956,-0.78334
1.1882,-0.47654,-0.79311
1.2579,-0.45208,-0.80239
1.3222,-0.42628,-0.81117
1.3809,-0.39925,-0.81943
1.4333,-0.37111,-0.82713
1.4793,-0.34198,-0.83426
1.5183,-0.312,-0.8408
1.5502,-0.28132,-0.84674
1.5747,-0.25007,-0.85205
1.5915,-0.21841,-0.85674
1.6006,-0.18649,-0.86079
1.6018,-0.15446,-0.86419
1.595,-0.12249,-0.86696
1.5802,-0.090744,-0.8691
1.5574,-0.059368,-0.8706
1.5269,-0.028524,-0.87148
1.4886,0.0016303,-0.87175
1.4428,0.030945,-0.87142
1.3898,0.059272,-0.87052
1.3299,0.086469,-0.86906
1.2633,0.1124,-0.86707
1.1906,0.13694,-0.86458
1.112,0.15997,-0.86161
1.0283,0.18137,-0.8582
0.93977,0.20105,-0.85437
0.84709,0.21892,-0.85017
0.75086,0.2349,-0.84563
0.6517,0.24892,-0.8408
0.55027,0.26094,-0.8357
0.44727,0.27092,-0.83038
0.34341,0.27882,-0.82488
0.2394,0.28465,-0.81925
0.13597,0.28841,-0.81352
0.033883,0.29011,-0.80773
-0.066138,0.28978,-0.80193
-0.16335,0.28749,-0.79616
-0.25701,0.28328,-0.79045
-0.34642,0.27725,-0.78485
-0.43087,0.26948,-0.77938
-0.50968,0.26007,-0.77408
-0.58221,0.24915,-0.76899
-0.64783,0.23685,-0.76413
-0.70596,0.22331,-0.75953
-0.75608,0.20869,-0.75521
-0.79767,0.19316,-0.75119
-0.83029,0.17688,-0.74749
-0.85356,0.16004,-0.74412
-0.86712,0.14283,-0.74109
-0.87071,0.12545,-0.73841
-0.86411,0.10811,-0.73607
-0.84715,0.090993,-0.73408
-0.81976,0.074323,-0.73243
-0.78192,0.058307,-0.7311
-0.73365,0.043151,-0.73009
-0.6751,0.029063,-0.72937
-0.60643,0.016248,-0.72891
-0.52791,0.0049046,-0.7287
-0.43985,-0.004773,-0.7287
-0.34264,-0.012598,-0.72887
-0.23674,-0.018392,-0.72918
-0.12267,-0.021986,-0.72959
-0.00099372,-0.023222,-0.73004
0.12764,-0.021956,-0.73049
0.26255,-0.018054,-0.73089
0.40299,-0.011399,-0.73119
0.54818,-0.0018868,-0.73132
0.69727,0.010568,-0.73123
0.84942,0.026035,-0.73087
1.0037,0.044566,-0.73016
1.1592,0.066195,-0.72905
1.315,0.090938,-0.72748
1.4701,0.11879,-0.72538
1.6236,0.14973,-0.7227
1.7744,0.18371,-0.71936
1.9217,0.22067,-0.71532
2.0644,0.26053,-0.71051
2.2015,0.30319,-0.70487
2.3323,0.34853,-0.69835
2.4558,0.39641,-0.69091
2.5711,0.44667,-0.68247
2.6774,0.49916,-0.67302
2.7739,0.55367,-0.66249
2.8601,0.61001,-0.65085
2.9351,0.66796,-0.63807
2.9984,0.7273,-0.62412
3.0495,0.78778,-0.60897
3.0879,0.84915,-0.5926
3.1132,0.91116,-0.575
3.1252,0.97354,-0.55615
3.1237,1.036,-0.53605
3.1085,1.0984,-0.51471
3.0796,1.1602,-0.49212
3.037,1.2214,-0.46831
2.9809,1.2816,-0.44328
2.9115,1.3405,-0.41706
2.8292,1.3979,-0.38967
2.7343,1.4535,-0.36116
2.6274,1.5072,-0.33155
2.509,1.5585,-0.30089
2.3799,1.6074,-0.26923
2.2407,1.6536,-0.23662
2.0923,1.697,-0.20312
1.9356,1.7372,-0.16878
1.7716,1.7743,-0.13366
1.6012,1.808,-0.097838
1.4256,1.8383,-0.061374
1.2459,1.865,-0.024341
1.0633,1.8881,0.01319
0.87896,1.9075,0.051146
0.69414,1.9233,0.089454
0.51011,1.9353,0.12804
0.32812,1.9437,0.16683
0.14946,1.9485,0.20575
-0.024605,1.9497,0.24473
-0.19281,1.9475,0.28371
-0.35393,1.9421,0.3226
-0.50674,1.9335,0.36136
-0.65008,1.9219,0.39991
-0.78282,1.9076,0.4382
-0.90389,1.8907,0.47619
-1.0123,1.8715,0.51381
-1.107,1.8503,0.55103
-1.1873,1.8274,0.58781
-1.2523,1.803,0.62411
-1.3013,1.7775,0.65991
-1.3338,1.7511,0.6952
-1.3492,1.7243,0.72995
-1.3471,1.6973,0.76417
-1.3273,1.6706,0.79785
-1.2896,1.6444,0.831
-1.2339,1.6192,0.86363
-1.1603,1.5952,0.89578
-1.069,1.5729,0.92746
-0.96023,1.5526,0.95872
-0.83443,1.5347,0.98959
-0.69212,1.5194,1.0201
-0.53397,1.5072,1.0504
-0.36073,1.4982,1.0804
-0.17326,1.4929,1.1104
0.027446,1.4914,1.1402
0.24033,1.4941,1.1701
0.34969,1.5,1.2
0.35106,1.8,1.2
0.31874,1.8067,1.2361
0.25124,1.8124,1.2723
0.17818,1.8167,1.3085
0.099907,1.8195,1.3449
0.016783,1.8206,1.3813
-0.070778,1.8201,1.4177
-0.16233,1.8178,1.4541
-0.2574,1.8136,1.4904
-0.35548,1.8074,1.5266
-0.45604,1.7993,1.5627
-0.55851,1.7892,1.5986
-0.66232,1.777,1.6342
-0.76688,1.7627,1.6696
-0.87157,1.7463,1.7047
-0.97579,1.7278,1.7395
-1.0789,1.7073,1.7738
-1.1803,1.6847,1.8077
-1.2793,1.6601,1.8412
-1.3754,1.6335,1.8741
-1.4679,1.6051,1.9065
-1.5563,1.5749,1.9383
-1.6399,1.5429,1.9695
-1.7183,1.5093,2
-1.7908,1.4742,2.0298
-1.8571,1.4378,2.059
-1.9167,1.4,2.0873
-1.9691,1.3612,2.1149
-2.014,1.3213,2.1418
-2.051,1.2807,2.1678
-2.0798,1.2394,2.193
-2.1003,1.1976,2.2174
-2.1122,1.1554,2.2409
-2.1154,1.1132,2.2636
-2.1099,1.0709,2.2854
-2.0955,1.0289,2.3064
-2.0724,0.98718,2.3266
-2.0406,0.94605,2.3459
-2.0003,0.90564,2.3644
-1.9517,0.86612,2.3821
-1.8951,0.82765,2.3991
-1.8308,0.79039,2.4153
-1.7592,0.75449,2.4307
-1.6807,0.72009,2.4455
-1.5958,0.68733,2.4595
-1.505,0.65632,2.473
-1.409,0.62718,2.4858
-1.3082,0.60001,2.4981
-1.2035,0.57489,2.5098
-1.0954,0.5519,2.5211
-0.98478,0.5311,2.5319
-0.87232,0.51253,2.5424
-0.7588,0.49622,2.5524
-0.64503,0.48218,2.5622
-0.53182,0.47041,2.5718
-0.41997,0.46089,2.5811
-0.31031,0.45359,2.5902
-0.20366,0.44845,2.5992
-0.10081,0.4454,2.6082
-0.0025629,0.44437,2.6171
0.090307,0.44525,2.626
0.17705,0.44792,2.6349
0.25695,0.45226,2.6439
0.32931,0.45812,2.653
0.3935,0.46535,2.6622
0.44892,0.47378,2.6716
0.495,0.48322,2.6812
0.53125,0.49348,2.691
0.55724,0.50436,2.7009
0.57258,0.51566,2.7111
0.57695,0.52716,2.7216
0.57011,0.53863,2.7322
0.55188,0.54985,2.7431
0.52216,0.56059,2.7542
0.4809,0.57062,2.7655
0.42816,0.57971,2.777
0.36405,0.58763,2.7887
0.28877,0.59416,2.8005
0.20259,0.59907,2.8125
0.10586,0.60216,2.8245
-0.0010181,0.60321,2.8365
-0.11754,0.60202,2.8486
-0.24314,0.59841,2.8606
-0.37719,0.59221,2.8725
-0.51901,0.58325,2.8842
-0.66783,0.57138,2.8958
-0.82285,0.55647,2.9071
-0.9832,0.53841,2.918
-1.148,0.5171,2.9286
-1.3162,0.49246,2.9387
-1.487,0.46443,2.9482
-1.6592,0.43297,2.9572
-1.8318,0.39806,2.9655
-2.0038,0.3597,2.9731
-2.1742,0.31792,2.9799
-2.3417,0.27276,2.9858
-2.5055,0.22429,2.9908
-2.6643,0.17259,2.9947
-2.8172,0.11778,2.9976
-2.9631,0.059973,2.9994
-3.0342,0,3
